Time,Velocity,Acceleration
644.757898,276.39293475416963,329.58826023021584
644.777971,275.15350455347823,-61.746136635772714
644.797915,276.26848948863415,55.90578295002935
644.817961,273.68078285203234,-129.0884284448006
644.837951,271.9824091995818,-84.96116320409844
644.857911,281.0775607669521,455.66891620162164
644.877944,274.04748332034677,-350.9248463336025
644.897984,276.39293475416963,117.03849470177155
644.918117,276.01993484222066,-18.526792427710692
644.937949,276.76694413814005,37.66686647444639
644.957903,282.7614355549569,300.4155265521492
644.977939,269.3557134127553,-669.0817599420316
644.997965,273.1933727311917,191.63384192702924
645.017939,276.76694413814005,178.91115484931464
645.037968,274.7838401944722,-99.01163031931952
645.057942,277.5180077585963,136.88633043544664
645.077949,282.3710608165009,242.5677541817022
645.097925,276.39293475416963,-299.265421621876
645.11796,272.82895293653024,-177.88778725421108
645.137936,275.52416486495576,134.922503425868
645.157902,273.92514069386453,-80.0873570612948
645.177931,278.3994170391363,223.38990190684552
645.197905,279.5409180657205,57.14934547819577
645.217895,270.6626886432539,-444.1335378921209
645.23793,271.2609704483893,29.86183205067069
645.257968,281.98176247897817,535.0230577197884
645.277969,266.08513233055356,-794.7917678336618
645.297923,271.2609704483893,259.3884994407039
645.317986,274.29249671625234,151.10034729878302
645.337964,277.89507026913793,180.32703738506615
645.357905,274.7838401944722,-156.02176794949168
645.377976,275.64794032086996,43.05217111237529
645.397949,289.5669255093235,696.8900610032889
645.417956,286.99359923024156,-128.62129650055172
645.43799,275.52416486495576,-572.4984708635452
645.457954,268.64812397296697,-344.4220042077194
645.477901,283.1528911648623,727.1653477662766
645.497984,277.5180077585963,-280.57976429149545
645.517931,273.68078285203234,-192.3710285538471
645.537946,277.14196709767685,172.92951514536858
645.557975,277.14196709767685,0.0
645.577979,262.8930227738888,-712.304755239363
645.597958,284.4656073965028,1079.7629822663364
645.617948,282.3710608165009,-104.77971885948581
645.637938,272.82895293653024,-477.34406603138086
645.657935,274.04748332034677,60.935659539789725
645.677947,279.1593790510721,255.4415216224606
645.698011,277.5180077585963,-81.80678291872093
645.717946,276.01993484222066,-75.14787641701588
645.737946,279.5409180657205,176.04916117515285
645.757941,277.14196709767685,-119.97754278791356
645.777953,272.1030222413554,-251.79616511618195
645.797924,287.8012735245106,786.0523400531412
645.817896,279.5409180657205,-413.59680847027556
645.837978,278.2731588001163,-63.129133831496105
645.857964,274.04748332034677,-211.43177623165613
645.877969,287.93632808740335,694.2686711861022
645.897997,279.5409180657205,-419.18364398204704
645.917955,277.89507026913793,-82.46556752103001
645.937935,286.99359923024156,455.38182988433005
645.95795,285.25909584112344,-86.66017432540472
645.977922,273.92514069386453,-567.4922465065647
645.997921,275.52416486495576,79.95520631493987
646.017909,275.15350455347823,-18.544142059101045
646.037945,280.4352445860404,263.61249912961586
646.05794,282.7614355549569,116.33863310413231
646.078015,274.04748332034677,-434.0698497933513
646.097983,273.1933727311917,-42.77396780635363
646.117985,274.7838401944722,79.5154216219554
646.137946,293.0240282494062,913.7912957697823
646.157933,271.9824091995818,-1052.7652499088729
646.177928,276.39293475416963,220.58142308522375
646.197941,283.28361733806855,344.3103274810045
646.217976,272.1030222413554,-558.0531618023044
646.237959,275.64794032086996,177.39669116299714
646.257895,271.38094434067074,-214.03471008312604
646.277911,284.07051627511873,633.9714195849853
646.297968,275.64794032086996,-419.93199153757297
646.317982,286.19044550105247,526.756529436935
646.337975,279.1593790510721,-351.6764092422618
646.358118,278.3994170391363,-37.72834294480583
646.37795,276.76694413814005,-82.31509182084176
646.397971,276.76694413814005,0.0
646.417934,273.68078285203234,-154.59406332283007
646.438049,285.7905520047771,602.0268035160425
646.457984,274.04748332034677,-589.0679049115301
646.477922,276.26848948863415,111.3956348823667
646.497989,272.82895293653024,-171.4026287993486
646.517945,284.07051627511873,563.3174653505793
646.537919,276.39293475416963,-384.3787684477102
646.557966,272.1030222413554,-213.99274269562446
646.577901,288.74932477847364,835.0289710103494
646.597895,275.64794032086996,-655.2658026210695
646.617902,278.3994170391363,137.52570191789337
646.637946,278.0209855705739,-18.880037345868462
646.657935,274.04748332034677,-198.78444395656652
646.677984,274.04748332034677,0.0
646.697955,278.7788801246054,236.91336459228478
646.717984,279.5409180657205,38.04672929823142
646.737931,276.01993484222066,-176.51693104223756
646.757981,286.19044550105247,507.257389468698
646.777958,274.7838401944722,-570.9869002631779
646.797944,281.20637724759695,321.3517989152028
646.817933,279.9235014389857,-64.17908892944374
646.837937,278.7788801246054,-57.21962179473638
646.857913,274.41516777918446,-218.44775457607494
646.877973,281.20637724759695,338.5448389048576
646.897912,277.89507026913793,-166.07186812053462
646.917942,274.41516777918446,-173.73452271343197
646.937935,286.19044550105247,588.9700256023765
646.957931,278.7788801246054,-370.652399302364
646.977988,271.0213406158377,-386.7746676365574
646.998041,278.7788801246054,386.8518181211055
647.017977,274.7838401944722,-200.39325492211324
647.037926,277.5180077585963,137.05787578948988
647.057949,286.05702338193777,426.4603517617494
647.077961,278.6522775450756,-370.0152826744005
647.097949,277.14196709767685,-75.56085888522297
647.117973,277.89507026913793,37.61002654113888
647.13808,276.76694413814005,-56.10613870797757
647.157953,279.66832960540404,145.99635018633475
647.177917,277.5180077585963,-107.70997028712466
647.197963,268.64812397296697,-442.4764933472244
647.217985,288.74932477847364,1003.9556890154107
647.237905,277.5180077585963,-563.8211355372446
647.258012,284.4656073965028,345.53138896345854
647.277989,277.89507026913793,-328.90509722940016
647.298098,276.39293475416963,-74.69966258755946
647.317947,276.39293475416963,0.0
647.337945,290.38916950035804,699.8817254824284
647.357974,282.50106590895786,-393.83412009543196
647.378017,271.38094434067074,-554.8132299702824
647.397936,295.84971801073124,1228.41375923043
647.417977,278.2731588001163,-877.0300489307915
647.43793,277.89507026913793,-18.94895659682463
647.457902,280.3071334647129,120.77224091639965
647.47793,278.7788801246054,-76.30583883091623
647.497936,282.7614355549569,199.0680511025766
647.517934,280.3071334647129,-122.72737725000701
647.53791,281.98176247897817,83.83204917209339
647.557947,292.18681674012214,509.31048865313727
647.577976,286.19044550105247,-299.3844544941337
647.597948,279.9235014389857,-313.7865042101934
647.617961,281.0775607669521,57.66548383364853
647.63799,279.5409180657205,-76.72088977176085
647.657977,276.39293475416963,-157.50154157945582
647.677988,285.7905520047771,469.62257011522047
647.697958,283.67652110691466,-105.86033539651433
647.717938,285.25909584112344,79.20794465496586
647.737972,300.3388718327247,752.7091939499843
647.757943,266.08513233055356,-1715.1739773807892
647.777956,286.99359923024156,1044.7442612113384
647.797932,289.1575471980474,108.32739126018957
647.817936,280.4352445860404,-436.0279250134833
647.837962,286.99359923024156,327.49199262102195
647.857921,284.07051627511873,-146.45437923294386
647.877997,287.1278966561799,152.2903158526877
647.898,277.5180077585963,-480.42238152257204
647.917919,283.28361733806855,289.4527626629921
647.937943,290.52666437228055,361.7182897622539
647.957948,289.97746462866564,-27.45312389981266
647.977951,278.7788801246054,-559.8452484164712
647.997951,279.9235014389857,57.23106571906645
648.017914,282.7614355549569,142.1597012453303
648.037939,277.14196709767685,-280.6226445578509
648.057941,283.1528911648623,300.51615174444686
648.077953,283.67652110691466,26.165797624107295
648.097941,275.52416486495576,-407.8625296154673
648.117937,279.5409180657205,200.87783560544003
648.137939,280.4352445860404,44.71185483056428
648.157969,285.3917744903519,247.45531224695918
648.177935,280.4352445860404,-248.2485176948155
648.197982,279.9235014389857,-25.52716850677587
648.217917,284.07051627511873,208.02682900056925
648.237898,285.3917744903519,66.12573020563137
648.257941,282.1114092663248,-163.66637848771302
